Unnamed: 0.1,Unnamed: 0,id,fid,h,a,date,league_id,season,h_goals,a_goals,team_h,team_a,h_xg,a_xg,h_w,h_d,h_l,league,h_shot,a_shot,h_shotOnTarget,a_shotOnTarget,h_deep,a_deep,a_ppda,h_ppda
1489,0,14814,1485563,229,89,2021-05-23 15:00:00,1,2020,1,2,Wolverhampton Wanderers,Manchester United,0.701256,2.05229,0.0767,0.1725,0.7508,EPL,14,9,4,4,5,6,29.1818,8.25
1490,0,14506,1485273,220,92,2020-11-06 17:30:00,1,2020,0,0,Brighton,Burnley,1.59022,0.326933,0.7227,0.2148,0.0625,EPL,19,4,3,1,16,2,13.85,10.0455
1491,0,14566,1485315,92,229,2020-12-21 17:30:00,1,2020,2,1,Burnley,Wolverhampton Wanderers,1.20465,1.45722,0.2779,0.2962,0.4259,EPL,10,15,4,3,6,4,4.55,14.0556
1492,0,14578,1485463,245,92,2020-12-27 12:00:00,1,2020,1,0,Leeds,Burnley,2.13271,1.54591,0.5321,0.2575,0.2104,EPL,11,14,4,6,6,10,11.9545,10.2143
1493,0,14587,1485452,92,238,2020-12-29 18:00:00,1,2020,1,0,Burnley,Sheffield United,0.973831,0.492578,0.5046,0.3332,0.1622,EPL,5,7,3,3,7,3,8.2105,12.4
1494,0,14656,1485372,92,220,2021-02-06 15:00:00,1,2020,1,1,Burnley,Brighton,1.88934,0.612682,0.728,0.1852,0.0868,EPL,20,10,7,2,13,5,12.7222,18.0
1495,0,14602,1485468,92,228,2021-02-17 18:00:00,1,2020,1,1,Burnley,Fulham,1.20642,0.594471,0.5452,0.2995,0.1553,EPL,8,8,3,3,5,4,12.8571,10.56
1496,0,14764,1485556,229,92,2021-04-25 11:00:00,1,2020,0,4,Wolverhampton Wanderers,Burnley,0.351673,2.24049,0.022,0.0914,0.8866,EPL,12,14,2,7,0,3,11.5417,8.0588
1497,0,14777,1485495,228,92,2021-05-10 19:00:00,1,2020,0,2,Fulham,Burnley,0.778074,1.65831,0.1531,0.2403,0.6066,EPL,21,14,3,5,14,11,10.4,3.5238
1498,0,14786,1485513,92,245,2021-05-15 11:30:00,1,2020,0,4,Burnley,Leeds,1.41338,1.85654,0.2605,0.2571,0.4824,EPL,16,16,4,6,13,9,13.1429,12.0
1499,0,14812,1485561,238,92,2021-05-23 15:00:00,1,2020,1,0,Sheffield United,Burnley,0.420006,0.558508,0.2153,0.467,0.3177,EPL,12,10,3,3,4,10,9.3529,8.6538
1500,0,14557,1485300,228,220,2020-12-16 20:00:00,1,2020,0,0,Fulham,Brighton,1.00448,0.462456,0.5269,0.337,0.1361,EPL,9,9,4,4,5,4,7.5185,11.3636
1501,0,14565,1485314,220,238,2020-12-20 12:00:00,1,2020,1,1,Brighton,Sheffield United,2.90097,1.03713,0.8142,0.1309,0.0549,EPL,21,5,5,3,14,4,24.1818,7.6
1502,0,14601,1485467,220,229,2021-01-02 17:30:00,1,2020,3,3,Brighton,Wolverhampton Wanderers,2.4228,1.81856,0.5295,0.2673,0.2032,EPL,13,11,4,4,12,1,24.6429,7.2
1503,0,14618,1485377,245,220,2021-01-16 15:00:00,1,2020,0,1,Leeds,Brighton,0.245193,1.14424,0.0547,0.2547,0.6906,EPL,7,7,2,2,8,11,17.35,8.125
1504,0,14625,1485398,220,228,2021-01-27 19:30:00,1,2020,0,0,Brighton,Fulham,2.29129,0.513226,0.8321,0.1258,0.0421,EPL,16,10,5,3,12,2,8.5556,6.8529
1505,0,14762,1485552,238,220,2021-04-24 19:00:00,1,2020,1,0,Sheffield United,Brighton,0.786324,2.06038,0.0692,0.1939,0.7369,EPL,7,17,3,4,4,10,6.15,12.3226
1506,0,14765,1485471,220,245,2021-05-01 14:00:00,1,2020,2,0,Brighton,Leeds,2.52542,0.510874,0.8643,0.1069,0.0288,EPL,17,11,5,2,10,2,14.0714,8.6897
1507,0,14784,1485509,229,220,2021-05-09 11:00:00,1,2020,2,1,Wolverhampton Wanderers,Brighton,1.1199,0.27571,0.6073,0.3084,0.0843,EPL,16,5,6,3,9,9,12.2273,9.1905
1508,0,14097,1485198,245,228,2020-09-19 14:00:00,1,2020,4,3,Leeds,Fulham,1.45254,1.55503,0.3157,0.3137,0.3706,EPL,10,14,7,6,5,4,9.4231,7.6176
1509,0,14474,1485223,229,228,2020-10-04 13:00:00,1,2020,1,0,Wolverhampton Wanderers,Fulham,0.89359,0.969393,0.2918,0.3533,0.3549,EPL,14,10,5,2,2,6,21.2143,14.5909
1510,0,14482,1485231,238,228,2020-10-18 11:00:00,1,2020,1,1,Sheffield United,Fulham,1.66363,1.35611,0.4387,0.3183,0.243,EPL,10,15,6,6,1,1,12.7059,15.1739
1511,0,14679,1485440,228,238,2021-02-20 20:00:00,1,2020,1,0,Fulham,Sheffield United,1.21006,0.977747,0.401,0.3167,0.2823,EPL,15,4,6,2,7,2,10.2813,9.5333
1512,0,14718,1485436,228,245,2021-03-19 20:00:00,1,2020,1,2,Fulham,Leeds,1.47498,1.40706,0.3806,0.2745,0.3449,EPL,13,13,6,4,8,6,4.7647,7.6
1513,0,14738,1485504,228,229,2021-04-09 19:00:00,1,2020,0,1,Fulham,Wolverhampton Wanderers,0.733154,0.428134,0.4003,0.4043,0.1954,EPL,14,7,3,3,12,1,20.6154,11.64
1514,0,14094,1485193,238,229,2020-09-14 17:00:00,1,2020,0,2,Sheffield United,Wolverhampton Wanderers,0.949316,1.61307,0.1683,0.2906,0.5411,EPL,9,11,2,4,10,3,31.3333,8.2333
1515,0,14478,1485227,245,229,2020-10-19 19:00:00,1,2020,0,1,Leeds,Wolverhampton Wanderers,1.08332,0.618191,0.4733,0.3334,0.1933,EPL,13,7,2,3,14,2,12.0,5.5
1516,0,14684,1485334,229,245,2021-02-19 20:00:00,1,2020,1,0,Wolverhampton Wanderers,Leeds,0.592049,2.4793,0.0445,0.1246,0.8309,EPL,15,18,5,7,1,6,7.7368,9.8519
1517,0,14754,1485536,229,238,2021-04-17 19:15:00,1,2020,1,0,Wolverhampton Wanderers,Sheffield United,1.22604,0.295925,0.682,0.2514,0.0666,EPL,10,8,5,2,3,5,10.3103,36.8571
1518,0,14110,1485210,238,245,2020-09-27 11:00:00,1,2020,0,1,Sheffield United,Leeds,1.53278,1.46641,0.3921,0.2709,0.337,EPL,15,17,5,9,11,2,8.9412,11.5517
1519,0,14729,1485486,245,238,2021-04-03 14:00:00,1,2020,2,1,Leeds,Sheffield United,2.50597,0.867652,0.7805,0.1599,0.0596,EPL,23,9,8,1,9,4,9.1852,11.3158
1520,0,11649,1375934,82,71,2019-08-10 17:30:00,1,2019,3,1,Tottenham,Aston Villa,2.57262,0.639599,0.822,0.1273,0.0507,EPL,31,7,7,4,15,2,13.4211,5.25
1521,0,11654,1375938,71,73,2019-08-17 15:00:00,1,2019,1,2,Aston Villa,Bournemouth,1.65069,1.62777,0.3658,0.2724,0.3618,EPL,22,12,7,4,12,9,10.72,13.0
1522,0,11663,1375947,71,72,2019-08-23 20:00:00,1,2019,2,0,Aston Villa,Everton,0.855926,1.25668,0.2213,0.3058,0.4729,EPL,7,12,3,1,6,12,5.4074,13.25
1523,0,11676,1375955,78,71,2019-08-31 15:00:00,1,2019,1,0,Crystal Palace,Aston Villa,1.41394,0.30354,0.6771,0.2444,0.0785,EPL,22,10,5,2,13,5,9.04,9.0
1524,0,11692,1375962,71,81,2019-09-16 19:00:00,1,2019,0,0,Aston Villa,West Ham,1.40502,0.535279,0.6373,0.2496,0.1131,EPL,10,13,5,1,4,9,10.0909,9.6818
1525,0,11702,1375990,83,71,2019-09-22 15:30:00,1,2019,3,2,Arsenal,Aston Villa,2.53209,1.71546,0.5722,0.2195,0.2083,EPL,21,14,6,9,12,8,11.0,9.1
1526,0,11706,1376010,71,92,2019-09-28 14:00:00,1,2019,2,2,Aston Villa,Burnley,0.914266,1.66919,0.1745,0.2428,0.5827,EPL,16,10,3,3,3,2,9.0455,6.05
1527,0,11717,1376042,79,71,2019-10-05 15:00:00,1,2019,1,5,Norwich,Aston Villa,1.84838,3.67827,0.0918,0.1263,0.7819,EPL,21,22,5,12,13,9,8.8,6.0417
1528,0,11723,1376050,71,220,2019-10-19 15:00:00,1,2019,2,1,Aston Villa,Brighton,2.96692,1.32184,0.7539,0.1481,0.098,EPL,24,20,8,5,7,10,9.5238,15.0556
1529,0,11737,1376306,88,71,2019-10-26 12:30:00,1,2019,3,0,Manchester City,Aston Villa,3.19004,0.980145,0.8517,0.1,0.0483,EPL,25,11,9,5,18,3,26.7,8.0833
1530,0,11744,1375981,71,87,2019-11-02 15:00:00,1,2019,1,2,Aston Villa,Liverpool,0.741615,2.38824,0.0731,0.1563,0.7706,EPL,5,25,2,6,2,16,4.4,20.9286
1531,0,11760,1376013,229,71,2019-11-10 14:00:00,1,2019,2,1,Wolverhampton Wanderers,Aston Villa,2.09891,0.473225,0.7939,0.1511,0.055,EPL,17,13,5,4,8,0,6.3,6.5938
1532,0,11764,1376017,71,86,2019-11-25 20:00:00,1,2019,2,0,Aston Villa,Newcastle United,2.6985,0.69784,0.8515,0.1083,0.0402,EPL,17,11,8,5,14,3,17.6,7.3333
1533,0,11782,1376043,89,71,2019-12-01 16:30:00,1,2019,2,2,Manchester United,Aston Villa,1.84804,1.29701,0.5014,0.2793,0.2193,EPL,16,9,6,3,13,3,12.0,6.6522
1534,0,11789,1376067,80,71,2019-12-04 19:30:00,1,2019,2,1,Chelsea,Aston Villa,1.9774,0.86086,0.6494,0.2192,0.1314,EPL,25,9,9,3,14,2,13.8929,6.9615
1535,0,11793,1376075,71,75,2019-12-08 14:00:00,1,2019,1,4,Aston Villa,Leicester,1.24141,4.03286,0.0239,0.0624,0.9137,EPL,15,23,2,8,12,17,4.2963,8.6667
1536,0,11810,1376299,238,71,2019-12-14 15:00:00,1,2019,2,0,Sheffield United,Aston Villa,1.888,0.97258,0.632,0.2565,0.1115,EPL,7,8,3,0,13,1,10.85,8.0
1537,0,11813,1376303,71,74,2019-12-21 15:00:00,1,2019,1,3,Aston Villa,Southampton,0.921054,2.63444,0.0701,0.1332,0.7967,EPL,19,17,5,8,6,5,12.0,10.4375
1538,0,11823,1376272,71,79,2019-12-26 15:00:00,1,2019,1,0,Aston Villa,Norwich,0.654194,1.45005,0.1589,0.2584,0.5827,EPL,11,16,2,6,4,3,9.2222,11.5217
1539,0,11841,1376102,90,71,2019-12-28 15:00:00,1,2019,3,0,Watford,Aston Villa,3.25314,0.610997,0.9266,0.0573,0.0161,EPL,20,11,7,2,8,6,16.0,8.76
1540,0,11846,1376118,92,71,2020-01-01 12:30:00,1,2019,1,2,Burnley,Aston Villa,2.34418,1.74824,0.532,0.2321,0.2359,EPL,20,11,1,6,9,5,26.5,7.9444
1541,0,11856,1376084,71,88,2020-01-12 16:30:00,1,2019,1,6,Aston Villa,Manchester City,1.12565,3.75131,0.0269,0.0804,0.8927,EPL,7,22,1,12,1,20,7.6333,34.3125
1542,0,11867,1376128,220,71,2020-01-18 15:00:00,1,2019,1,1,Brighton,Aston Villa,1.30028,1.02045,0.433,0.3044,0.2626,EPL,10,8,2,3,7,4,10.7778,7.2414
1543,0,11873,1376078,71,90,2020-01-21 19:30:00,1,2019,2,1,Aston Villa,Watford,1.06739,1.81101,0.1601,0.2474,0.5925,EPL,16,8,5,2,6,1,9.2727,6.1739
1544,0,11883,1376117,73,71,2020-02-01 15:00:00,1,2019,2,1,Bournemouth,Aston Villa,2.72236,1.40955,0.7011,0.1708,0.1281,EPL,16,17,6,4,8,7,7.6429,10.0
1545,0,11894,1376079,71,82,2020-02-16 14:00:00,1,2019,2,3,Aston Villa,Tottenham,1.71313,3.86024,0.0761,0.1094,0.8145,EPL,18,23,4,10,8,9,8.7241,9.4762
1546,0,11908,1376146,74,71,2020-02-22 15:00:00,1,2019,2,0,Southampton,Aston Villa,3.02926,0.47235,0.9014,0.0788,0.0198,EPL,28,4,9,1,7,4,5.92,7.4839
1547,0,11927,1376238,75,71,2020-03-09 20:00:00,1,2019,4,0,Leicester,Aston Villa,2.41239,0.672448,0.8191,0.1377,0.0432,EPL,15,4,7,1,8,2,13.2174,5.3793
1548,0,11913,1376152,71,238,2020-06-17 17:00:00,1,2019,0,0,Aston Villa,Sheffield United,1.00877,0.235909,0.5797,0.3411,0.0792,EPL,14,5,6,1,5,2,7.9259,16.2143
1549,0,11933,1376253,71,80,2020-06-21 15:15:00,1,2019,1,2,Aston Villa,Chelsea,1.57223,1.14011,0.5017,0.2766,0.2217,EPL,8,19,4,5,0,10,6.125,22.4
1550,0,11949,1376239,86,71,2020-06-24 17:00:00,1,2019,1,1,Newcastle United,Aston Villa,0.661808,1.22985,0.1822,0.2927,0.5251,EPL,13,14,3,2,3,8,9.913,9.4706
1551,0,11954,1376234,71,229,2020-06-27 11:30:00,1,2019,0,1,Aston Villa,Wolverhampton Wanderers,0.403418,0.703549,0.18,0.4278,0.3922,EPL,11,9,1,2,3,5,16.7857,8.7391
1552,0,11966,1376258,87,71,2020-07-05 15:30:00,1,2019,2,0,Liverpool,Aston Villa,1.0837,0.689775,0.4708,0.335,0.1942,EPL,6,9,4,3,11,4,20.8235,3.7241
1553,0,11974,1376161,71,89,2020-07-09 19:15:00,1,2019,0,3,Aston Villa,Manchester United,0.598873,2.86531,0.0244,0.0809,0.8947,EPL,9,14,1,6,2,13,8.0,21.2353
1554,0,11983,1376187,71,78,2020-07-12 13:15:00,1,2019,2,0,Aston Villa,Crystal Palace,1.6977,0.974181,0.5655,0.2501,0.1844,EPL,12,9,9,5,4,3,7.45,8.9231
1555,0,11997,1376169,72,71,2020-07-16 17:00:00,1,2019,1,1,Everton,Aston Villa,0.944434,1.52021,0.1951,0.2819,0.523,EPL,9,15,1,1,6,6,12.8636,7.36
1556,0,12003,1376186,71,83,2020-07-21 19:15:00,1,2019,1,0,Aston Villa,Arsenal,0.57408,0.737137,0.247,0.3967,0.3563,EPL,8,7,3,0,4,6,6.2857,18.6316
1557,0,12013,1376183,81,71,2020-07-26 15:00:00,1,2019,1,1,West Ham,Aston Villa,0.781465,0.983594,0.2721,0.3463,0.3816,EPL,10,13,1,4,2,4,10.6364,7.2222
1558,0,11647,1375931,78,72,2019-08-10 15:00:00,1,2019,0,0,Crystal Palace,Everton,0.87159,1.2246,0.2427,0.3231,0.4342,EPL,6,10,2,3,5,5,4.0741,11.3077
1559,0,11656,1375941,72,90,2019-08-17 15:00:00,1,2019,1,0,Everton,Watford,0.832913,1.17279,0.231,0.322,0.447,EPL,12,8,2,2,4,3,3.925,8.8636
1560,0,11681,1375956,72,229,2019-09-01 14:00:00,1,2019,3,2,Everton,Wolverhampton Wanderers,1.48842,2.00172,0.2455,0.2459,0.5086,EPL,15,8,6,5,4,5,20.1667,5.3333
1561,0,11690,1375963,73,72,2019-09-15 13:00:00,1,2019,3,1,Bournemouth,Everton,1.41542,1.50641,0.3385,0.2793,0.3822,EPL,13,14,6,5,3,9,5.5161,12.0909
1562,0,11698,1375998,72,238,2019-09-21 14:00:00,1,2019,0,2,Everton,Sheffield United,1.26041,0.508011,0.5598,0.3092,0.131,EPL,16,2,3,1,9,2,13.15,5.6471
1563,0,11711,1376018,72,88,2019-09-28 16:30:00,1,2019,1,3,Everton,Manchester City,2.35854,3.1082,0.2424,0.2121,0.5455,EPL,12,20,8,9,6,13,9.7143,32.6667
1564,0,11714,1376034,92,72,2019-10-05 15:00:00,1,2019,1,0,Burnley,Everton,0.558912,1.30723,0.1354,0.2707,0.5939,EPL,9,11,3,2,6,4,7.8,19.5
1565,0,11727,1376058,72,81,2019-10-19 12:30:00,1,2019,2,0,Everton,West Ham,2.23324,0.459112,0.8303,0.1277,0.042,EPL,19,8,10,4,11,3,10.0526,5.7188
1566,0,11734,1376072,220,72,2019-10-26 15:00:00,1,2019,3,2,Brighton,Everton,1.15279,1.04723,0.3737,0.3492,0.2771,EPL,8,10,4,6,4,7,11.6786,8.4643
1567,0,11748,1375985,72,82,2019-11-03 16:30:00,1,2019,1,1,Everton,Tottenham,1.15532,0.243393,0.6632,0.2752,0.0616,EPL,7,4,3,2,8,1,10.2222,11.24
1568,0,11758,1376009,74,72,2019-11-09 15:00:00,1,2019,1,2,Southampton,Everton,0.742281,2.08883,0.0761,0.2071,0.7168,EPL,4,24,3,5,1,6,6.5161,9.9412
1569,0,11768,1376025,72,79,2019-11-23 15:00:00,1,2019,0,2,Everton,Norwich,0.812693,1.80849,0.1424,0.2108,0.6468,EPL,18,13,7,5,15,4,8.2174,5.9565
1570,0,11775,1376039,75,72,2019-12-01 16:30:00,1,2019,2,1,Leicester,Everton,2.24348,1.24986,0.6223,0.2153,0.1624,EPL,16,11,6,3,9,1,18.35,5.6087
1571,0,11792,1376073,87,72,2019-12-04 20:15:00,1,2019,5,2,Liverpool,Everton,2.41397,1.76453,0.5327,0.2329,0.2344,EPL,11,12,5,4,10,6,9.0,9.6842
1572,0,11796,1376285,72,80,2019-12-07 12:30:00,1,2019,3,1,Everton,Chelsea,2.03892,1.25734,0.5741,0.2352,0.1907,EPL,13,15,7,4,5,17,4.6111,8.9744
1573,0,11809,1376298,89,72,2019-12-15 14:00:00,1,2019,1,1,Manchester United,Everton,1.48327,0.276759,0.7171,0.2244,0.0585,EPL,24,8,8,3,4,2,11.25,8.9091
1574,0,11816,1376265,72,83,2019-12-21 12:30:00,1,2019,0,0,Everton,Arsenal,0.486523,0.881818,0.1606,0.3613,0.4781,EPL,9,6,0,2,8,1,8.0435,12.4231
1575,0,11827,1376276,72,92,2019-12-26 15:00:00,1,2019,1,0,Everton,Burnley,1.47521,0.565252,0.6218,0.2726,0.1056,EPL,21,6,5,0,2,1,13.0833,5.5263
1576,0,11838,1376090,86,72,2019-12-28 15:00:00,1,2019,1,2,Newcastle United,Everton,1.63211,2.82576,0.1581,0.1764,0.6655,EPL,20,22,5,9,6,6,8.5,14.7059
1577,0,11848,1376126,88,72,2020-01-01 17:30:00,1,2019,2,1,Manchester City,Everton,1.79757,0.848942,0.6084,0.2598,0.1318,EPL,16,7,7,2,9,2,22.5217,10.28
1578,0,11860,1376100,72,220,2020-01-11 15:00:00,1,2019,1,0,Everton,Brighton,2.02533,1.53324,0.4903,0.2518,0.2579,EPL,14,9,6,2,10,6,17.4375,8.6897
1579,0,11872,1376155,81,72,2020-01-18 15:00:00,1,2019,1,1,West Ham,Everton,1.68436,1.95473,0.3048,0.2539,0.4413,EPL,12,11,6,3,2,4,8.2593,9.8
1580,0,11877,1376085,72,86,2020-01-21 19:30:00,1,2019,2,2,Everton,Newcastle United,2.05254,0.570931,0.7659,0.1706,0.0635,EPL,17,9,8,3,5,2,15.087,11.72
1581,0,11891,1376148,90,72,2020-02-01 15:00:00,1,2019,2,3,Watford,Everton,0.919248,2.70178,0.0386,0.12,0.8414,EPL,11,12,2,5,2,5,8.2857,9.24
1582,0,11897,1376091,72,78,2020-02-08 12:30:00,1,2019,3,1,Everton,Crystal Palace,2.79103,0.865323,0.8528,0.1105,0.0367,EPL,14,10,8,2,2,8,7.8636,8.129
1583,0,11903,1376115,83,72,2020-02-23 16:30:00,1,2019,3,2,Arsenal,Everton,1.33567,2.65691,0.0959,0.1757,0.7284,EPL,9,17,4,5,5,1,10.7778,13.6
1584,0,11916,1376211,72,89,2020-03-01 14:00:00,1,2019,1,1,Everton,Manchester United,2.41259,1.12561,0.7023,0.1877,0.11,EPL,16,14,5,5,5,7,9.1176,8.375
1585,0,11925,1376232,80,72,2020-03-08 14:00:00,1,2019,4,0,Chelsea,Everton,2.02883,0.445922,0.7935,0.1647,0.0418,EPL,17,3,11,1,9,3,19.087,12.7143
1586,0,11940,1376210,72,87,2020-06-21 18:00:00,1,2019,0,0,Everton,Liverpool,0.621456,0.659123,0.2873,0.4072,0.3055,EPL,9,10,3,3,1,10,3.9706,18.4706
1587,0,11948,1376242,79,72,2020-06-24 17:00:00,1,2019,0,1,Norwich,Everton,0.382813,0.654912,0.1807,0.4444,0.3749,EPL,9,12,1,5,2,1,10.5,14.0909
1588,0,11958,1376246,72,75,2020-07-01 17:00:00,1,2019,2,1,Everton,Leicester,1.17592,1.80384,0.1919,0.2749,0.5332,EPL,7,15,2,3,4,11,5.84,15.6667
1589,0,11971,1376263,82,72,2020-07-06 19:00:00,1,2019,1,0,Tottenham,Everton,0.511828,0.403762,0.2951,0.4878,0.2171,EPL,12,11,2,3,3,3,12.2,10.5833
1590,0,11978,1376173,72,74,2020-07-09 17:00:00,1,2019,1,1,Everton,Southampton,0.671442,2.29684,0.0437,0.1349,0.8214,EPL,11,17,4,4,2,13,6.9286,14.4118
1591,0,11992,1376205,229,72,2020-07-12 11:00:00,1,2019,3,0,Wolverhampton Wanderers,Everton,2.86724,0.286561,0.9515,0.04,0.0085,EPL,14,6,7,2,4,3,18.6316,14.35
1592,0,12009,1376198,238,72,2020-07-20 17:00:00,1,2019,0,1,Sheffield United,Everton,0.468461,0.624814,0.2122,0.4242,0.3636,EPL,8,5,0,2,5,3,13.0625,11.4
1593,0,12019,1376168,72,73,2020-07-26 15:00:00,1,2019,1,3,Everton,Bournemouth,1.74699,1.46461,0.4243,0.3157,0.26,EPL,13,13,5,7,13,7,13.5625,5.3478
1594,0,11645,1375929,73,238,2019-08-10 15:00:00,1,2019,1,1,Bournemouth,Sheffield United,1.34099,1.59864,0.2083,0.3923,0.3994,EPL,13,8,3,3,4,6,9.1333,13.6
1595,0,11671,1375948,73,88,2019-08-25 14:00:00,1,2019,1,3,Bournemouth,Manchester City,1.89345,3.12856,0.1625,0.1736,0.6639,EPL,10,19,7,5,3,17,5.1739,22.9
1596,0,11677,1375957,75,73,2019-08-31 15:00:00,1,2019,3,1,Leicester,Bournemouth,2.23766,0.554726,0.8226,0.1353,0.0421,EPL,15,8,6,2,10,7,10.0,6.9143
1597,0,11693,1376006,74,73,2019-09-20 19:00:00,1,2019,1,3,Southampton,Bournemouth,2.18021,1.29773,0.5961,0.2395,0.1644,EPL,25,6,6,3,6,2,17.9375,4.0857
1598,0,11707,1376012,73,81,2019-09-28 14:00:00,1,2019,2,2,Bournemouth,West Ham,2.31957,1.29546,0.6247,0.2012,0.1741,EPL,13,17,5,6,8,17,13.1,11.25
1599,0,11722,1376030,83,73,2019-10-06 14:00:00,1,2019,1,0,Arsenal,Bournemouth,1.24109,0.683967,0.5216,0.3114,0.167,EPL,12,10,2,2,10,7,10.2174,7.0286
1600,0,11724,1376052,73,79,2019-10-19 15:00:00,1,2019,0,0,Bournemouth,Norwich,0.675554,0.402873,0.3837,0.4302,0.1861,EPL,11,10,2,1,7,5,11.8333,12.7
1601,0,11741,1375978,90,73,2019-10-26 15:00:00,1,2019,0,0,Watford,Bournemouth,0.674903,0.899526,0.2583,0.3633,0.3784,EPL,7,15,3,5,5,3,9.3684,13.1538
1602,0,11745,1375982,73,89,2019-11-02 12:30:00,1,2019,1,0,Bournemouth,Manchester United,1.86862,0.641129,0.7315,0.1875,0.081,EPL,12,15,6,4,3,4,8.5,8.2593
1603,0,11756,1376005,86,73,2019-11-09 15:00:00,1,2019,2,1,Newcastle United,Bournemouth,2.3306,1.9213,0.4754,0.2446,0.28,EPL,20,16,9,3,5,10,7.8235,18.8824
1604,0,11765,1376019,73,229,2019-11-23 15:00:00,1,2019,1,2,Bournemouth,Wolverhampton Wanderers,0.849789,1.2765,0.2059,0.3272,0.4669,EPL,9,17,2,7,3,7,13.7,14.0435
1605,0,11779,1376051,82,73,2019-11-30 15:00:00,1,2019,3,2,Tottenham,Bournemouth,2.93189,1.02949,0.8068,0.1241,0.0691,EPL,15,20,5,6,9,6,8.5625,8.8889
1606,0,11791,1376071,78,73,2019-12-03 19:30:00,1,2019,1,0,Crystal Palace,Bournemouth,0.383763,0.342799,0.2392,0.5482,0.2126,EPL,7,6,2,3,6,10,5.619,20.3333
1607,0,11794,1376077,73,87,2019-12-07 15:00:00,1,2019,0,3,Bournemouth,Liverpool,0.154608,3.04446,0.0046,0.0368,0.9586,EPL,3,22,0,9,2,19,9.3529,43.9167
1608,0,11805,1376294,80,73,2019-12-14 15:00:00,1,2019,0,1,Chelsea,Bournemouth,2.02119,1.20777,0.566,0.2294,0.2046,EPL,18,11,5,2,6,3,17.2105,4.5333
1609,0,11814,1376304,73,92,2019-12-21 15:00:00,1,2019,0,1,Bournemouth,Burnley,0.138532,0.144318,0.1153,0.7656,0.1191,EPL,3,2,0,1,6,0,8.3929,5.5556
1610,0,11824,1376273,73,83,2019-12-26 15:00:00,1,2019,1,1,Bournemouth,Arsenal,1.55463,1.42464,0.4082,0.2741,0.3177,EPL,12,17,4,2,9,13,7.6538,23.8
1611,0,11834,1376283,220,73,2019-12-28 12:30:00,1,2019,2,0,Brighton,Bournemouth,1.05876,0.500726,0.5128,0.3292,0.158,EPL,16,10,6,2,11,5,17.125,9.375
1612,0,11843,1376080,81,73,2020-01-01 17:30:00,1,2019,4,0,West Ham,Bournemouth,2.32825,0.720709,0.8034,0.1575,0.0391,EPL,14,3,7,2,8,4,15.9333,22.5263
1613,0,11857,1376088,73,90,2020-01-12 14:00:00,1,2019,0,3,Bournemouth,Watford,0.320447,2.29827,0.0223,0.1044,0.8733,EPL,10,18,1,6,5,7,11.44,13.0667
1614,0,11869,1376147,79,73,2020-01-18 15:00:00,1,2019,1,0,Norwich,Bournemouth,1.76046,0.558298,0.7257,0.2016,0.0727,EPL,16,6,5,3,6,4,13.75,9.7647
1615,0,11878,1376081,73,220,2020-01-21 19:30:00,1,2019,3,1,Bournemouth,Brighton,1.92315,1.97227,0.3485,0.2752,0.3763,EPL,11,21,3,8,6,4,6.4286,11.129
1616,0,11900,1376103,238,73,2020-02-09 14:00:00,1,2019,2,1,Sheffield United,Bournemouth,2.04467,1.07183,0.6383,0.226,0.1357,EPL,16,10,6,2,10,8,10.15,9.3684
1617,0,11907,1376119,92,73,2020-02-22 15:00:00,1,2019,3,0,Burnley,Bournemouth,3.09935,1.75718,0.6945,0.1712,0.1343,EPL,16,12,10,4,5,5,11.3636,10.9524
1618,0,11914,1376207,73,80,2020-02-29 15:00:00,1,2019,2,2,Bournemouth,Chelsea,1.58495,1.98271,0.2643,0.2632,0.4725,EPL,9,23,5,6,4,14,5.4615,17.2308
1619,0,11928,1376241,87,73,2020-03-07 12:30:00,1,2019,2,1,Liverpool,Bournemouth,1.89453,1.29544,0.524,0.2751,0.2009,EPL,14,6,6,4,9,3,20.2941,4.75
1620,0,11942,1376206,73,78,2020-06-20 18:45:00,1,2019,0,2,Bournemouth,Crystal Palace,0.363637,0.788453,0.1479,0.3899,0.4622,EPL,12,7,1,2,6,4,9.7917,9.0
1621,0,11947,1376228,229,73,2020-06-24 17:00:00,1,2019,1,0,Wolverhampton Wanderers,Bournemouth,0.715002,0.0619009,0.5032,0.4655,0.0313,EPL,10,4,2,0,1,1,14.6667,12.0625
1622,0,11955,1376237,73,86,2020-07-01 17:00:00,1,2019,1,4,Bournemouth,Newcastle United,1.27503,2.23457,0.1598,0.2189,0.6213,EPL,12,12,1,7,10,9,17.8824,10.3913
1623,0,11967,1376259,89,73,2020-07-04 14:00:00,1,2019,5,2,Manchester United,Bournemouth,2.63259,1.52161,0.6435,0.2102,0.1463,EPL,19,7,10,3,15,1,22.9333,9.0
1624,0,11975,1376164,73,82,2020-07-09 17:00:00,1,2019,0,0,Bournemouth,Tottenham,0.960349,0.479274,0.4893,0.3526,0.1581,EPL,8,9,2,0,6,5,6.4737,12.2857
1625,0,11984,1376189,73,75,2020-07-12 18:00:00,1,2019,4,1,Bournemouth,Leicester,2.54311,1.66084,0.6175,0.2228,0.1597,EPL,10,13,4,5,3,14,9.3478,18.4706
