Unnamed: 0.1,Unnamed: 0,id,fid,h,a,date,league_id,season,h_goals,a_goals,team_h,team_a,h_xg,a_xg,h_w,h_d,h_l,league,h_shot,a_shot,h_shotOnTarget,a_shotOnTarget,h_deep,a_deep,a_ppda,h_ppda
0,0,22281,1729196,86,71,2023-08-12 16:30:00,1,2023,5,1,Newcastle United,Aston Villa,4.32208,1.486,0.8987,0.0665,0.0348,EPL,17,15,13,5,9,6,11.5714,15.0
1,0,22292,1729250,71,72,2023-08-20 13:00:00,1,2023,4,0,Aston Villa,Everton,3.24336,0.721465,0.9138,0.0655,0.0207,EPL,13,9,7,2,13,2,16.7391,17.0
2,0,22302,1729259,92,71,2023-08-27 13:00:00,1,2023,1,3,Burnley,Aston Villa,0.630605,2.83691,0.0221,0.0821,0.8958,EPL,9,16,2,6,8,9,24.3333,8.1935
3,0,21933,1729271,87,71,2023-09-03 13:00:00,1,2023,3,0,Liverpool,Aston Villa,2.73138,0.615503,0.8684,0.0998,0.0318,EPL,17,9,4,3,11,3,67.875,8.5517
4,0,21938,1729276,71,78,2023-09-16 14:00:00,1,2023,3,1,Aston Villa,Crystal Palace,2.31518,1.11696,0.6875,0.201,0.1115,EPL,16,6,5,3,14,7,9.5333,4.5484
5,0,21947,1729289,80,71,2023-09-24 13:00:00,1,2023,0,1,Chelsea,Aston Villa,1.19716,1.13479,0.3746,0.2965,0.3289,EPL,10,15,4,7,8,6,21.7692,8.84
6,0,21955,1729296,71,220,2023-09-30 11:30:00,1,2023,6,1,Aston Villa,Brighton,1.90746,1.72819,0.4133,0.2584,0.3283,EPL,19,11,9,3,15,11,4.2941,9.7273
7,0,21974,1729208,229,71,2023-10-08 13:00:00,1,2023,1,1,Wolverhampton Wanderers,Aston Villa,1.76232,1.81618,0.3672,0.2589,0.3739,EPL,8,18,3,4,3,9,14.8667,11.381
8,0,21976,1729210,71,81,2023-10-22 15:30:00,1,2023,4,1,Aston Villa,West Ham,2.34143,0.659622,0.814,0.1326,0.0534,EPL,15,14,7,4,9,4,14.4211,11.8235
9,0,21987,1729221,71,256,2023-10-29 14:00:00,1,2023,3,1,Aston Villa,Luton,3.07654,0.453117,0.9407,0.0493,0.01,EPL,17,7,6,1,15,2,24.6471,13.4
10,0,22002,1729236,249,71,2023-11-05 14:00:00,1,2023,2,0,Nottingham Forest,Aston Villa,0.592447,1.33116,0.1456,0.2983,0.5561,EPL,5,13,3,3,3,23,7.2105,27.1667
11,0,22007,1729241,71,228,2023-11-12 14:00:00,1,2023,3,1,Aston Villa,Fulham,2.86039,0.648745,0.9227,0.0642,0.0131,EPL,12,9,6,5,8,2,9.4571,16.4444
12,0,22024,1729544,82,71,2023-11-26 14:00:00,1,2023,1,2,Tottenham,Aston Villa,2.22542,2.39755,0.3333,0.2488,0.4179,EPL,18,15,8,5,18,5,18.6,9.375
13,0,22025,1729545,73,71,2023-12-03 14:00:00,1,2023,2,2,Bournemouth,Aston Villa,2.54937,0.89511,0.7928,0.144,0.0632,EPL,15,11,7,3,10,3,4.75,7.7353
14,0,22035,1729555,71,88,2023-12-06 20:15:00,1,2023,1,0,Aston Villa,Manchester City,2.1922,1.00198,0.6881,0.2247,0.0872,EPL,22,2,7,2,9,8,9.0357,13.7391
15,0,22045,1729565,71,83,2023-12-09 17:30:00,1,2023,1,0,Aston Villa,Arsenal,0.628499,1.71667,0.0978,0.2163,0.6859,EPL,10,12,3,5,3,10,5.3462,9.6207
16,0,22057,1729494,244,71,2023-12-17 14:00:00,1,2023,1,2,Brentford,Aston Villa,0.796812,1.4664,0.1774,0.2816,0.541,EPL,4,15,3,5,4,13,6.3333,5.2051
17,0,22065,1729502,71,238,2023-12-22 20:00:00,1,2023,1,1,Aston Villa,Sheffield United,1.21861,0.646159,0.5001,0.3312,0.1687,EPL,11,5,4,2,10,2,15.6364,4.3333
18,0,22082,1729519,89,71,2023-12-26 20:00:00,1,2023,3,2,Manchester United,Aston Villa,1.20104,1.83637,0.1985,0.2573,0.5442,EPL,13,10,7,4,4,12,15.2143,7.4444
19,0,22085,1729522,71,92,2023-12-30 15:00:00,1,2023,3,2,Aston Villa,Burnley,2.92587,1.11923,0.8066,0.131,0.0624,EPL,19,9,7,5,16,2,19.0714,8.3333
20,0,22098,1729447,72,71,2024-01-14 14:00:00,1,2023,0,0,Everton,Aston Villa,1.03664,1.3435,0.2719,0.3045,0.4236,EPL,10,16,2,5,3,12,7.9231,8.9444
21,0,22105,1729451,71,86,2024-01-30 20:15:00,1,2023,1,3,Aston Villa,Newcastle United,1.44485,3.3224,0.0747,0.1228,0.8025,EPL,12,14,6,5,12,10,11.0,9.3478
22,0,22124,1729470,238,71,2024-02-03 17:30:00,1,2023,0,5,Sheffield United,Aston Villa,1.52784,2.99015,0.0949,0.1699,0.7352,EPL,10,14,5,10,7,5,13.7143,24.4211
23,0,22125,1729471,71,89,2024-02-11 16:30:00,1,2023,1,2,Aston Villa,Manchester United,2.64675,2.44591,0.4367,0.2256,0.3377,EPL,23,17,10,5,10,4,11.75,11.85
24,0,22138,1729484,228,71,2024-02-17 15:00:00,1,2023,1,2,Fulham,Aston Villa,1.41796,1.57297,0.3234,0.2655,0.4111,EPL,15,12,4,3,9,2,25.0909,12.5909
25,0,22147,1729328,71,249,2024-02-24 15:00:00,1,2023,4,2,Aston Villa,Nottingham Forest,3.48861,2.25569,0.6676,0.188,0.1444,EPL,16,10,6,3,16,7,13.12,15.2667
26,0,22159,1729362,256,71,2024-03-02 17:30:00,1,2023,2,3,Luton,Aston Villa,2.43312,2.08586,0.4648,0.2474,0.2878,EPL,13,12,5,8,3,6,11.2,13.6667
27,0,22167,1729386,71,82,2024-03-10 13:00:00,1,2023,0,4,Aston Villa,Tottenham,1.23267,2.25381,0.1441,0.2079,0.648,EPL,10,9,1,5,3,9,4.2558,20.7727
28,0,22183,1729432,81,71,2024-03-17 14:00:00,1,2023,1,1,West Ham,Aston Villa,1.32829,0.911274,0.4612,0.3004,0.2384,EPL,13,13,5,5,7,17,6.7895,11.8519
29,0,22186,1729440,71,229,2024-03-30 17:30:00,1,2023,2,0,Aston Villa,Wolverhampton Wanderers,1.28271,1.66232,0.2681,0.2583,0.4736,EPL,11,13,5,3,5,5,7.6667,14.15
30,0,22204,1729355,88,71,2024-04-03 19:15:00,1,2023,4,1,Manchester City,Aston Villa,3.87704,1.18643,0.8896,0.0723,0.0381,EPL,25,8,11,3,26,4,21.7857,7.1667
31,0,22205,1729358,71,244,2024-04-06 14:00:00,1,2023,3,3,Aston Villa,Brentford,1.16333,1.42064,0.2673,0.2872,0.4455,EPL,11,8,3,3,6,3,16.5,6.7368
32,0,22216,1729391,83,71,2024-04-14 15:30:00,1,2023,0,2,Arsenal,Aston Villa,1.89003,0.929049,0.6312,0.2246,0.1442,EPL,18,11,4,2,17,2,15.2857,8.8929
33,0,22225,1729419,71,73,2024-04-21 14:00:00,1,2023,3,1,Aston Villa,Bournemouth,2.62687,2.05211,0.5185,0.2532,0.2283,EPL,14,14,4,6,19,2,12.15,12.25
38,0,22279,1729194,72,228,2023-08-12 14:00:00,1,2023,0,1,Everton,Fulham,2.59001,1.58144,0.6371,0.1989,0.164,EPL,19,9,9,2,7,6,17.4,14.8261
39,0,22299,1729261,72,229,2023-08-26 14:00:00,1,2023,0,1,Everton,Wolverhampton Wanderers,1.89792,1.40228,0.4943,0.2476,0.2581,EPL,15,11,7,2,7,4,10.2105,13.0417
40,0,21926,1729274,238,72,2023-09-02 11:30:00,1,2023,2,2,Sheffield United,Everton,1.575,2.73871,0.1261,0.2031,0.6708,EPL,13,16,8,6,5,3,8.6538,12.8
41,0,21941,1729277,72,83,2023-09-17 15:30:00,1,2023,0,1,Everton,Arsenal,0.28317,0.802605,0.112,0.414,0.474,EPL,8,13,1,4,3,10,7.0,23.7647
42,0,21949,1729286,244,72,2023-09-23 16:30:00,1,2023,1,3,Brentford,Everton,1.57402,2.51497,0.1704,0.2246,0.605,EPL,12,18,2,6,6,10,14.36,14.0
43,0,21956,1729297,72,256,2023-09-30 14:00:00,1,2023,1,2,Everton,Luton,3.65377,1.5102,0.85,0.1072,0.0428,EPL,23,9,5,2,11,1,12.5,5.6
44,0,21969,1729309,72,73,2023-10-07 14:00:00,1,2023,3,0,Everton,Bournemouth,3.16482,0.981732,0.8722,0.0938,0.034,EPL,25,11,8,4,8,13,8.6818,7.1471
45,0,21979,1729213,87,72,2023-10-21 11:30:00,1,2023,2,0,Liverpool,Everton,2.28568,0.0937725,0.9342,0.0613,0.0045,EPL,26,6,6,1,13,5,29.1538,3.3462
46,0,21993,1729227,81,72,2023-10-29 13:00:00,1,2023,0,1,West Ham,Everton,0.618578,0.733813,0.2689,0.3788,0.3523,EPL,12,10,2,4,5,3,15.0769,12.9375
47,0,21997,1729231,72,220,2023-11-04 15:00:00,1,2023,1,1,Everton,Brighton,0.617607,0.442489,0.3494,0.4439,0.2067,EPL,10,7,4,2,0,11,9.3333,41.0769
48,0,22010,1729244,78,72,2023-11-11 15:00:00,1,2023,2,3,Crystal Palace,Everton,1.89194,1.7904,0.3803,0.2887,0.331,EPL,12,8,4,4,10,8,14.48,6.2
49,0,22017,1729537,72,89,2023-11-26 16:30:00,1,2023,0,3,Everton,Manchester United,2.49764,2.07334,0.4626,0.2624,0.275,EPL,23,9,6,4,10,6,13.75,10.4583
50,0,22033,1729553,249,72,2023-12-02 17:30:00,1,2023,0,1,Nottingham Forest,Everton,0.673085,0.623789,0.3119,0.4027,0.2854,EPL,13,12,2,3,6,7,13.0,9.0625
51,0,22037,1729557,72,86,2023-12-07 19:30:00,1,2023,3,0,Everton,Newcastle United,2.95393,1.29564,0.7544,0.1534,0.0922,EPL,21,13,6,3,13,4,12.0833,9.0
52,0,22048,1729568,72,80,2023-12-10 14:00:00,1,2023,2,0,Everton,Chelsea,1.11437,0.885512,0.4245,0.3286,0.2469,EPL,9,16,5,4,3,9,4.48,14.5357
53,0,22058,1729495,92,72,2023-12-16 17:30:00,1,2023,0,2,Burnley,Everton,0.811435,2.22305,0.082,0.1611,0.7569,EPL,14,9,2,6,10,7,22.9286,12.2857
54,0,22071,1729509,82,72,2023-12-23 15:00:00,1,2023,2,1,Tottenham,Everton,1.57527,1.98385,0.2879,0.2354,0.4767,EPL,13,18,6,8,10,11,8.6364,7.6818
55,0,22081,1729518,72,88,2023-12-27 20:15:00,1,2023,1,3,Everton,Manchester City,1.23529,2.28321,0.1381,0.2182,0.6437,EPL,7,23,2,9,3,9,11.7692,22.1304
56,0,22094,1729531,229,72,2023-12-30 15:00:00,1,2023,3,0,Wolverhampton Wanderers,Everton,2.64477,0.519641,0.916,0.0694,0.0146,EPL,12,10,6,0,10,3,8.25,10.8182
57,0,22106,1729452,228,72,2024-01-30 19:45:00,1,2023,0,0,Fulham,Everton,2.37499,2.83317,0.308,0.2134,0.4786,EPL,25,21,6,3,6,6,11.6333,11.9
58,0,22121,1729467,72,82,2024-02-03 12:30:00,1,2023,2,2,Everton,Tottenham,3.25881,0.922371,0.9354,0.0526,0.012,EPL,14,9,5,6,6,7,5.7391,8.2424
59,0,22130,1729476,88,72,2024-02-10 12:30:00,1,2023,2,0,Manchester City,Everton,1.58971,0.192072,0.7703,0.1961,0.0336,EPL,19,5,3,1,10,1,25.8235,8.381
60,0,22137,1729483,72,78,2024-02-19 20:00:00,1,2023,1,1,Everton,Crystal Palace,2.44588,0.734685,0.8065,0.1381,0.0554,EPL,19,10,4,4,7,5,21.0,5.6667
61,0,22148,1729331,220,72,2024-02-24 15:00:00,1,2023,1,1,Brighton,Everton,1.6538,0.286655,0.7466,0.2016,0.0518,EPL,23,6,7,3,9,4,17.0,8.2222
62,0,22157,1729356,72,81,2024-03-02 15:00:00,1,2023,1,3,Everton,West Ham,3.12075,2.17948,0.6041,0.2042,0.1917,EPL,22,12,11,5,9,4,21.3571,10.6842
63,0,22172,1729401,89,72,2024-03-09 12:30:00,1,2023,2,0,Manchester United,Everton,2.9016,1.8214,0.6539,0.188,0.1581,EPL,15,23,8,6,7,13,15.4,15.4286
64,0,22185,1729438,73,72,2024-03-30 15:00:00,1,2023,2,1,Bournemouth,Everton,1.39268,0.93378,0.4836,0.3187,0.1977,EPL,11,7,4,3,6,11,8.5789,6.5909
65,0,22202,1729349,86,72,2024-04-02 18:30:00,1,2023,1,1,Newcastle United,Everton,2.65009,1.69834,0.6098,0.2173,0.1729,EPL,17,10,6,3,11,6,14.25,10.7647
66,0,22208,1729367,72,92,2024-04-06 14:00:00,1,2023,1,0,Everton,Burnley,0.659844,0.34699,0.3827,0.4499,0.1674,EPL,12,6,3,1,9,6,7.1579,8.9714
67,0,22219,1729400,80,72,2024-04-15 19:00:00,1,2023,6,0,Chelsea,Everton,3.37093,1.21791,0.8957,0.0806,0.0237,EPL,14,10,10,2,8,5,10.3684,13.7857
68,0,22228,1729427,72,249,2024-04-21 12:30:00,1,2023,2,0,Everton,Nottingham Forest,0.473233,1.18916,0.1131,0.289,0.5979,EPL,7,8,4,3,0,7,15.4286,15.6364
69,0,22179,1729421,72,87,2024-04-24 19:00:00,1,2023,2,0,Everton,Liverpool,1.89111,1.87155,0.3871,0.2422,0.3707,EPL,16,23,6,7,6,24,4.5238,21.0556
74,0,22277,1729192,73,81,2023-08-12 14:00:00,1,2023,1,1,Bournemouth,West Ham,1.51025,1.4834,0.3559,0.3169,0.3272,EPL,14,16,5,3,9,8,9.7333,5.1111
75,0,22288,1729202,87,73,2023-08-19 14:00:00,1,2023,3,1,Liverpool,Bournemouth,3.25448,1.3867,0.8032,0.1308,0.066,EPL,26,13,10,5,11,8,11.125,7.2609
76,0,22296,1729255,73,82,2023-08-26 11:30:00,1,2023,0,2,Bournemouth,Tottenham,0.483582,2.26115,0.0438,0.129,0.8272,EPL,11,17,3,6,6,20,7.6923,10.1935
77,0,21928,1729266,244,73,2023-09-02 14:00:00,1,2023,2,2,Brentford,Bournemouth,3.07185,2.11013,0.5993,0.2049,0.1958,EPL,21,12,7,5,15,5,14.0,5.7083
78,0,21942,1729275,73,80,2023-09-17 13:00:00,1,2023,0,0,Bournemouth,Chelsea,1.32515,1.39677,0.348,0.2784,0.3736,EPL,13,14,4,6,9,17,5.7143,16.3333
79,0,21951,1729287,220,73,2023-09-24 13:00:00,1,2023,3,1,Brighton,Bournemouth,2.14533,1.58984,0.5233,0.2401,0.2366,EPL,13,12,4,4,8,4,10.0571,5.5714
80,0,21959,1729295,73,83,2023-09-30 14:00:00,1,2023,0,4,Bournemouth,Arsenal,0.644443,4.0742,0.0052,0.0212,0.9736,EPL,8,15,1,8,13,15,5.9643,15.0
81,0,21975,1729209,73,229,2023-10-21 14:00:00,1,2023,1,2,Bournemouth,Wolverhampton Wanderers,1.01839,2.30454,0.102,0.2,0.698,EPL,7,20,4,7,5,15,6.4762,14.1905
82,0,21985,1729219,73,92,2023-10-28 14:00:00,1,2023,2,1,Bournemouth,Burnley,1.10052,0.90255,0.3721,0.3582,0.2697,EPL,13,6,6,3,8,4,11.3333,9.3
83,0,22000,1729234,88,73,2023-11-04 15:00:00,1,2023,6,1,Manchester City,Bournemouth,2.39949,0.643127,0.7963,0.1463,0.0574,EPL,21,5,8,1,18,6,29.0769,21.5
84,0,22005,1729239,73,86,2023-11-11 17:30:00,1,2023,2,0,Bournemouth,Newcastle United,2.78424,0.306141,0.9374,0.0517,0.0109,EPL,19,8,10,5,7,3,23.1,9.5556
85,0,22023,1729543,238,73,2023-11-25 15:00:00,1,2023,1,3,Sheffield United,Bournemouth,0.816227,3.13975,0.0405,0.095,0.8645,EPL,10,23,2,11,7,7,17.5455,10.5769
86,0,22043,1729563,78,73,2023-12-06 19:30:00,1,2023,0,2,Crystal Palace,Bournemouth,1.26441,1.79997,0.2221,0.2553,0.5226,EPL,16,11,3,4,9,7,9.4194,7.5652
87,0,22051,1729488,89,73,2023-12-09 15:00:00,1,2023,0,3,Manchester United,Bournemouth,1.11296,1.9742,0.1539,0.2242,0.6219,EPL,20,10,3,4,15,6,13.9167,6.4091
88,0,22070,1729508,249,73,2023-12-23 15:00:00,1,2023,2,3,Nottingham Forest,Bournemouth,0.791806,1.89067,0.1303,0.2073,0.6624,EPL,11,18,5,7,4,7,3.9231,12.8421
89,0,22075,1729512,73,228,2023-12-26 15:00:00,1,2023,3,0,Bournemouth,Fulham,2.07911,0.324365,0.8555,0.1194,0.0251,EPL,16,8,4,3,9,9,8.2069,10.9643
90,0,22092,1729529,82,73,2023-12-31 14:00:00,1,2023,3,1,Tottenham,Bournemouth,2.15027,1.58229,0.5177,0.2287,0.2536,EPL,12,24,6,4,13,15,5.95,10.65
91,0,22102,1729532,73,87,2024-01-21 16:30:00,1,2023,0,4,Bournemouth,Liverpool,0.834585,1.53344,0.1701,0.2667,0.5632,EPL,11,14,1,7,10,15,4.8065,10.0357
92,0,22110,1729456,81,73,2024-02-01 19:30:00,1,2023,1,1,West Ham,Bournemouth,1.3128,1.13487,0.4096,0.3213,0.2691,EPL,9,9,3,4,2,5,8.0968,9.3913
93,0,22115,1729461,73,249,2024-02-04 14:00:00,1,2023,1,1,Bournemouth,Nottingham Forest,1.1895,0.456548,0.6339,0.2803,0.0858,EPL,9,8,2,6,4,6,7.05,6.1818
94,0,22127,1729473,228,73,2024-02-10 15:00:00,1,2023,3,1,Fulham,Bournemouth,1.7456,2.60612,0.2024,0.2217,0.5759,EPL,7,25,6,4,8,21,7.0313,12.6111
95,0,22141,1729310,86,73,2024-02-17 15:00:00,1,2023,2,2,Newcastle United,Bournemouth,2.38425,2.08098,0.4324,0.2915,0.2761,EPL,17,12,5,7,9,3,7.0,6.5294
96,0,22145,1729322,73,88,2024-02-24 17:30:00,1,2023,0,1,Bournemouth,Manchester City,0.925889,1.79636,0.1377,0.2393,0.623,EPL,13,15,4,6,8,13,13.5,10.7857
97,0,22156,1729353,92,73,2024-03-03 13:00:00,1,2023,0,2,Burnley,Bournemouth,1.60461,1.43616,0.4202,0.2635,0.3163,EPL,20,10,6,3,9,6,13.5417,4.3529
98,0,22165,1729380,73,238,2024-03-09 15:00:00,1,2023,2,2,Bournemouth,Sheffield United,3.92657,1.91752,0.7827,0.1317,0.0856,EPL,32,13,12,9,15,2,18.9091,4.9048
99,0,25861,1803627,73,256,2024-03-13 19:30:00,1,2023,4,3,Bournemouth,Luton,2.84403,2.79419,0.3874,0.23,0.3826,EPL,24,8,10,4,7,1,9.125,7.95
100,0,22195,1729330,73,78,2024-04-02 18:45:00,1,2023,1,0,Bournemouth,Crystal Palace,1.30969,0.174389,0.7183,0.2403,0.0414,EPL,11,3,6,2,4,6,8.2857,8.5385
101,0,22210,1729373,256,73,2024-04-06 14:00:00,1,2023,2,1,Luton,Bournemouth,1.30478,0.616108,0.5559,0.2877,0.1564,EPL,19,8,9,1,7,5,4.8485,5.6296
102,0,22215,1729388,73,89,2024-04-13 16:30:00,1,2023,2,2,Bournemouth,Manchester United,2.38519,1.52274,0.5851,0.2409,0.174,EPL,20,8,5,2,12,8,10.8125,13.381
103,0,22184,1729435,229,73,2024-04-24 18:45:00,1,2023,0,1,Wolverhampton Wanderers,Bournemouth,0.484454,2.40311,0.0421,0.1264,0.8315,EPL,15,21,4,6,7,12,8.4118,8.1875
108,0,22280,1729195,238,78,2023-08-12 14:00:00,1,2023,0,1,Sheffield United,Crystal Palace,0.422704,2.27616,0.0358,0.1179,0.8463,EPL,8,24,1,8,2,9,4.3913,14.1818
109,0,22294,1729203,78,83,2023-08-21 19:00:00,1,2023,0,1,Crystal Palace,Arsenal,1.06916,2.20593,0.1279,0.1973,0.6748,EPL,14,14,2,3,10,7,9.6,14.375
110,0,22298,1729257,244,78,2023-08-26 14:00:00,1,2023,1,1,Brentford,Crystal Palace,0.948011,1.06061,0.3083,0.3264,0.3653,EPL,12,15,1,5,5,5,12.72,6.4
111,0,21932,1729270,78,229,2023-09-03 13:00:00,1,2023,3,2,Crystal Palace,Wolverhampton Wanderers,2.32935,1.13911,0.6847,0.1878,0.1275,EPL,16,12,11,4,11,8,6.5862,11.84
112,0,21948,1729290,78,228,2023-09-23 14:00:00,1,2023,0,0,Crystal Palace,Fulham,0.37236,0.542678,0.1986,0.488,0.3134,EPL,7,10,3,5,3,9,9.1667,14.0556
113,0,21957,1729299,89,78,2023-09-30 14:00:00,1,2023,0,1,Manchester United,Crystal Palace,1.55408,1.19015,0.4561,0.2712,0.2727,EPL,19,8,4,2,16,1,20.9474,3.6552
114,0,21968,1729308,78,249,2023-10-07 16:30:00,1,2023,0,0,Crystal Palace,Nottingham Forest,0.982452,1.22105,0.282,0.3104,0.4076,EPL,8,16,2,5,5,12,14.0909,16.5882
115,0,21981,1729215,86,78,2023-10-21 14:00:00,1,2023,4,0,Newcastle United,Crystal Palace,3.73336,1.08795,0.9023,0.0693,0.0284,EPL,10,17,7,3,9,3,12.6071,12.0
116,0,21990,1729224,78,82,2023-10-27 19:00:00,1,2023,1,2,Crystal Palace,Tottenham,0.561834,0.989103,0.1774,0.342,0.4806,EPL,13,10,3,1,3,12,4.1304,13.9118
117,0,21996,1729230,92,78,2023-11-04 15:00:00,1,2023,0,2,Burnley,Crystal Palace,1.4998,1.43653,0.3571,0.3072,0.3357,EPL,17,4,5,3,9,2,25.3571,8.0
118,0,22019,1729539,256,78,2023-11-25 15:00:00,1,2023,2,1,Luton,Crystal Palace,0.996153,1.83546,0.1537,0.2577,0.5886,EPL,8,16,3,8,4,10,6.4615,13.1304
119,0,22034,1729554,81,78,2023-12-03 14:00:00,1,2023,1,1,West Ham,Crystal Palace,1.1466,0.987682,0.3755,0.3287,0.2958,EPL,9,9,3,2,5,7,14.8636,9.9167
120,0,22047,1729567,78,87,2023-12-09 12:30:00,1,2023,1,2,Crystal Palace,Liverpool,1.79152,1.3708,0.4846,0.276,0.2394,EPL,8,14,4,2,4,15,3.1905,16.0
121,0,22061,1729498,88,78,2023-12-16 15:00:00,1,2023,2,2,Manchester City,Crystal Palace,2.41646,1.64977,0.5547,0.2489,0.1964,EPL,19,5,9,2,5,4,31.9,7.6
122,0,22066,1729503,78,220,2023-12-21 20:00:00,1,2023,1,1,Crystal Palace,Brighton,1.65409,1.33653,0.455,0.2631,0.2819,EPL,11,18,3,6,9,14,7.6,35.0769
123,0,22080,1729517,80,78,2023-12-27 19:30:00,1,2023,2,1,Chelsea,Crystal Palace,2.73005,0.958077,0.8078,0.135,0.0572,EPL,9,13,4,5,8,6,12.871,7.2917
124,0,22086,1729523,78,244,2023-12-30 15:00:00,1,2023,3,1,Crystal Palace,Brentford,1.61057,1.28731,0.4365,0.2865,0.277,EPL,13,9,6,4,13,6,9.3,9.1429
125,0,22103,1729533,83,78,2024-01-20 12:30:00,1,2023,5,0,Arsenal,Crystal Palace,3.52167,0.288083,0.967,0.029,0.004,EPL,21,12,6,5,18,0,20.25,9.7727
126,0,22112,1729458,78,238,2024-01-30 20:00:00,1,2023,3,2,Crystal Palace,Sheffield United,1.1601,0.768467,0.4684,0.3204,0.2112,EPL,12,9,4,5,8,7,7.8387,8.96
127,0,22118,1729464,220,78,2024-02-03 15:00:00,1,2023,4,1,Brighton,Crystal Palace,1.92591,0.241137,0.8463,0.129,0.0247,EPL,13,7,6,5,3,3,20.3548,9.6667
128,0,22126,1729472,78,80,2024-02-12 20:00:00,1,2023,1,3,Crystal Palace,Chelsea,0.719516,1.26948,0.1869,0.2941,0.519,EPL,13,14,4,5,4,7,5.9474,21.4348
129,0,22150,1729337,78,92,2024-02-24 15:00:00,1,2023,3,0,Crystal Palace,Burnley,2.41612,0.0760216,0.9557,0.042,0.0023,EPL,15,2,6,0,8,0,16.2143,8.3913
130,0,22164,1729377,82,78,2024-03-02 15:00:00,1,2023,3,1,Tottenham,Crystal Palace,2.6625,0.277887,0.9285,0.0622,0.0093,EPL,14,4,6,1,16,2,27.9375,4.9
131,0,22170,1729395,78,256,2024-03-09 15:00:00,1,2023,1,1,Crystal Palace,Luton,3.25103,1.08531,0.8485,0.1087,0.0428,EPL,21,8,4,2,9,3,15.1333,7.3871
132,0,22192,1729321,249,78,2024-03-30 15:00:00,1,2023,1,1,Nottingham Forest,Crystal Palace,0.784652,0.900972,0.2849,0.3583,0.3568,EPL,12,10,5,3,3,3,12.8182,9.55
133,0,22207,1729364,78,88,2024-04-06 11:30:00,1,2023,2,4,Crystal Palace,Manchester City,1.49472,2.26381,0.211,0.2307,0.5583,EPL,7,18,4,8,2,20,13.1667,20.3684
134,0,22220,1729403,87,78,2024-04-14 13:00:00,1,2023,0,1,Liverpool,Crystal Palace,3.04497,2.12879,0.586,0.205,0.209,EPL,21,8,6,5,11,6,26.0667,5.75
135,0,22227,1729424,78,81,2024-04-21 14:00:00,1,2023,5,2,Crystal Palace,West Ham,3.7185,1.34536,0.8772,0.0909,0.0319,EPL,18,4,7,1,12,2,14.7407,9.0741
136,0,22178,1729418,78,86,2024-04-24 19:00:00,1,2023,2,0,Crystal Palace,Newcastle United,1.43661,0.55129,0.6157,0.2628,0.1215,EPL,20,7,7,2,6,4,6.8929,8.2647
140,0,22283,1729198,80,87,2023-08-13 15:30:00,1,2023,1,1,Chelsea,Liverpool,1.93258,1.29994,0.5323,0.2472,0.2205,EPL,10,13,4,1,11,9,20.0476,8.9474
141,0,22293,1729253,81,80,2023-08-20 15:30:00,1,2023,3,1,West Ham,Chelsea,1.71234,1.60916,0.3947,0.2905,0.3148,EPL,12,17,6,4,3,9,5.2727,27.0
142,0,22295,1729260,80,256,2023-08-25 19:00:00,1,2023,3,0,Chelsea,Luton,3.41419,0.465741,0.9422,0.0473,0.0105,EPL,19,11,8,1,17,4,19.1304,7.1
143,0,21930,1729269,80,249,2023-09-02 14:00:00,1,2023,0,1,Chelsea,Nottingham Forest,2.28442,1.1505,0.6607,0.2127,0.1266,EPL,21,7,2,3,18,2,19.2778,6.2105
144,0,21964,1729298,228,80,2023-10-02 19:00:00,1,2023,0,2,Fulham,Chelsea,0.889383,1.98461,0.1096,0.2252,0.6652,EPL,10,11,3,4,7,8,14.44,10.5517
145,0,21967,1729307,92,80,2023-10-07 14:00:00,1,2023,1,4,Burnley,Chelsea,0.956642,1.97566,0.1114,0.2281,0.6605,EPL,10,9,3,5,3,10,7.8286,22.95
146,0,21978,1729212,80,83,2023-10-21 16:30:00,1,2023,2,2,Chelsea,Arsenal,1.71838,1.05791,0.5596,0.2612,0.1792,EPL,11,13,5,3,8,5,9.3,31.3636
147,0,21989,1729223,80,244,2023-10-28 11:30:00,1,2023,0,2,Chelsea,Brentford,1.71801,2.48137,0.2146,0.2109,0.5745,EPL,17,7,2,5,16,6,20.7692,6.0345
148,0,22004,1729238,82,80,2023-11-06 20:00:00,1,2023,1,4,Tottenham,Chelsea,0.959108,4.05865,0.0094,0.0329,0.9577,EPL,8,17,5,8,4,8,5.5,10.0
149,0,22009,1729243,80,88,2023-11-12 16:30:00,1,2023,4,4,Chelsea,Manchester City,3.47238,3.19324,0.455,0.2211,0.3239,EPL,17,15,9,10,4,17,12.2083,17.875
150,0,22021,1729541,86,80,2023-11-25 15:00:00,1,2023,4,1,Newcastle United,Chelsea,2.15227,0.968061,0.6848,0.1926,0.1226,EPL,14,7,5,4,7,6,9.7407,9.4444
151,0,22029,1729549,80,220,2023-12-03 14:00:00,1,2023,3,2,Chelsea,Brighton,1.66304,0.855058,0.6179,0.2445,0.1376,EPL,8,18,5,9,8,13,7.0833,22.4375
152,0,22044,1729564,89,80,2023-12-06 20:15:00,1,2023,2,1,Manchester United,Chelsea,4.03949,2.3512,0.7338,0.1466,0.1196,EPL,28,13,9,3,8,6,11.2222,14.7391
